card_id,target
C_ID_4828164a6e,0.044698447
C_ID_4154bc963b,-0.30470437
C_ID_0f68113888,-0.58033407
C_ID_f9c5ec1112,-0.40853816
C_ID_59406e1778,-0.2304793
C_ID_9119618513,-0.7013693
C_ID_c37f1dacc3,-0.28441703
C_ID_06a7a6f70d,-0.47420156
C_ID_4ef8177b42,0.08994001
C_ID_f7453d5126,0.36532497
C_ID_038b1f5193,-1.0640266
C_ID_7b3f35325f,-0.36353344
C_ID_e3315cf124,-0.26377636
C_ID_5a3419552f,-1.4062154
C_ID_17cb2f55f2,0.45382196
C_ID_bfbffbec95,0.18384153
C_ID_812e419644,-0.72745955
C_ID_ac88d17815,-0.36864763
C_ID_562a791678,0.06169474
C_ID_a2e5f3b899,-0.1969887
C_ID_5a66e302ea,0.5409714
C_ID_215dd2acfd,0.62163854
C_ID_ef5198fe59,-0.5314841
C_ID_751e3800a5,0.0109529495
C_ID_fa6b4db855,-0.42569298
C_ID_771d1cb4c1,0.10181585
C_ID_338bed6617,-0.13150048
C_ID_d580357116,0.09406787
C_ID_ba0303353c,-0.072689414
C_ID_348cbde97c,-0.24474388
C_ID_1120541741,-0.20466173
C_ID_b320fc81e5,-0.25553274
C_ID_89c020292e,0.5853105
C_ID_e1dbc78eda,-0.81608856
C_ID_a266b0afb1,-0.19938213
C_ID_690962095c,0.0299204
C_ID_b75c4e1c94,-0.90853226
C_ID_df503a36ae,-0.26714802
C_ID_00b966c727,-0.80116296
C_ID_af9e0d2367,0.2672967
C_ID_a9935875b9,0.016896099
C_ID_5078eaf301,-0.5282129
C_ID_69800fbc34,-0.21966559
C_ID_2b8decb6a3,0.016644418
C_ID_2326cc45b0,-0.9509294
C_ID_a693c8ab8c,-0.3268504
C_ID_931670b20c,0.39042997
C_ID_f9acbb44b5,-0.7736275
C_ID_403d457c52,-0.37731487
C_ID_d5467ab0b6,-0.72388077
C_ID_ca39dff1d6,-0.43051708
C_ID_2a122c5394,-0.9501792
C_ID_38a83f816f,-1.273209
C_ID_aed043274d,-2.5687542
C_ID_97c1de0a4c,-0.6733494
C_ID_6302a73978,-1.0166711
C_ID_13aa77acc7,-1.1975951
C_ID_8ea1ccd74c,0.32815683
C_ID_f8dd617397,-0.97405386
C_ID_18abe17a50,-0.20373696
C_ID_ca9bf15ecf,-0.8952428
C_ID_ffbb1f9527,-0.07206005
C_ID_9e30b550ed,-1.3649848
C_ID_ca321cca06,-1.1062047
C_ID_12ee8ab17a,-1.1238034
C_ID_d543e00469,-0.06729537
C_ID_91e960d08f,0.07073432
C_ID_876bf4bea6,0.4576394
C_ID_bca9fd7a34,-0.3429851
C_ID_ce489f86d1,-0.36389554
C_ID_a2f1f4964d,-1.036006
C_ID_c5526b4a82,-0.22165066
C_ID_a51d58a5ef,-0.26675797
C_ID_2ea4c3f269,0.38319838
C_ID_0ad663712d,0.21825045
C_ID_9f205b643c,-0.86120665
C_ID_a23d5b907f,-0.6326088
C_ID_fce231c8a3,-0.4903673
C_ID_fd3c643078,0.25151515
C_ID_0aaa962d5e,-0.33953488
C_ID_51c466eeba,-0.80769706
C_ID_4cf0a6c713,-0.5967405
C_ID_dac6ff5b70,-0.7946024
C_ID_84d7bf1269,-0.6136
C_ID_e1e8acdab6,0.24176517
C_ID_4ab54b988f,-0.60147583
C_ID_45e2cac501,-0.16145521
C_ID_c55808f402,-0.27871317
C_ID_c26381a58e,0.805285
C_ID_6c6fc27f19,-0.47177184
C_ID_4c2682fb80,-0.46923935
C_ID_79713b508a,-0.267448
C_ID_77a9133536,-0.5588019
C_ID_764456eb02,-0.5535042
C_ID_9189dadc72,-0.45043916
C_ID_f1c0aa6f3c,-0.8642945
C_ID_0763171db6,0.44146034
C_ID_c554360bfe,-0.6332133
C_ID_cfb87f52ae,-0.84114945
C_ID_d99a6ea9e0,-0.5955125
C_ID_7fa0d03279,-0.26329124
C_ID_1571a674c8,-0.6948079
C_ID_87c16e5496,0.20876694
C_ID_e0b7951237,-0.84811926
C_ID_90c74fe7b4,-0.35819435
C_ID_7ce9c02b76,-0.47481692
C_ID_83435bac3d,-0.825986
C_ID_439720c321,-1.3131316
C_ID_10a8a42d77,-0.101083696
C_ID_a485f8a1a5,-0.78484523
C_ID_0defe22c13,-0.497024
C_ID_95943569e9,-0.82891655
C_ID_be3c295747,-0.30763614
C_ID_f9bd6c67b0,-0.35425252
C_ID_4b2514ee32,-0.7782377
C_ID_689b430d0b,-0.028135955
C_ID_5ac4488f3c,-0.48217702
C_ID_4bf0426f57,-0.17163849
C_ID_88cb2d5ac7,-1.1067239
C_ID_9c5220f864,-0.1668284
C_ID_6bb9e252f4,-0.24788398
C_ID_8ae58e7880,-0.59171486
C_ID_619082bf7d,-0.9178133
C_ID_ba95ae9113,-0.3344403
C_ID_fdfe6133db,-0.55033636
C_ID_1a5c4864c0,-0.5000566
C_ID_7a66376702,-0.79665816
C_ID_325049a5b3,-0.32095963
C_ID_5c3a6a254b,-0.977409
C_ID_768a62fd67,-1.0633874
C_ID_8280ac022c,-0.39143103
C_ID_0621c41948,-0.5079708
C_ID_c97d368d54,-0.8590131
C_ID_a69568da79,-0.10702664
C_ID_3fc03e96d3,-0.52650416
C_ID_79f510402a,-0.65379393
C_ID_d0e20268c6,0.13282126
C_ID_237bc2b6bc,0.58584684
C_ID_738e8c6ad4,-0.9413434
C_ID_c5b913140b,-0.3748383
C_ID_dce9ae5c83,-0.45769948
C_ID_ed8c83ed3b,-0.87835073
C_ID_fb28b161c5,0.5025293
C_ID_94300ba829,-0.4580528
C_ID_29bb0bb987,-0.55581594
C_ID_eaf9218e7b,-0.22314638
C_ID_f6e7db3422,-1.2166082
C_ID_dbff82eb68,-0.7647803
C_ID_1d5864081b,-0.30056143
C_ID_a632cb47de,-0.28586447
C_ID_92836e8cfd,0.5593168
C_ID_715c9ee37c,0.0067742467
C_ID_8cdc6acec4,-0.8458786
C_ID_8ca96ad5af,-0.38897306
C_ID_54301a17f8,0.22330993
C_ID_9fcd93541b,-1.2050787
C_ID_dbc336bad4,0.44804707
C_ID_a6af5417f0,-0.5451162
C_ID_415fc459f1,-0.6036192
C_ID_e0a857bb94,-0.56766677
C_ID_ed487096e1,-0.8321419
C_ID_c3af389f96,-0.42303574
C_ID_524851647a,-0.757964
C_ID_15cec22628,-0.31132698
C_ID_63cea539d2,-0.509024
C_ID_89146fd05a,-0.51988184
C_ID_ab0d372843,-0.9804865
C_ID_c8df3dbb28,-0.0597865
C_ID_2d6553adc3,-1.8563399
C_ID_eb0cba1af9,-1.1490717
C_ID_e44fe24b69,-1.0848842
C_ID_78d7380cea,-0.15981859
C_ID_12b823c3ec,0.5845904
C_ID_e34f0d110f,-1.146456
C_ID_9fb2eea47b,-0.7152109
C_ID_cf63664338,-1.2149479
C_ID_1a904c4537,-0.7308228
C_ID_5f1eda7477,0.6584505
C_ID_5089081961,-0.63089705
C_ID_51d2a202ac,-0.543995
C_ID_2fa504fb02,0.23516351
C_ID_85eba2526e,-0.7671901
C_ID_45ee340077,0.2520456
C_ID_42690c6e70,-0.29676533
C_ID_abdc9b2ed2,-0.53988624
C_ID_c85199b76e,-0.17061901
C_ID_7ffe4bd729,0.20455658
C_ID_de06fcb25a,0.12319356
C_ID_9e34c32449,-0.30701733
C_ID_1566603224,-0.38114274
C_ID_5aff05d6b1,-1.5112727
C_ID_8711d75f01,-0.645399
C_ID_c6c9ad8f81,0.62040806
C_ID_179ce6d0fa,-0.27516097
C_ID_b575185e9e,-0.92023873
C_ID_f652457b4b,-0.33178377
C_ID_dfedf2f0e1,-1.0052232
C_ID_37a3826fef,-0.38209826
C_ID_3850b22223,0.13729292
C_ID_f31bd58a7a,-0.8188236
C_ID_d9d0fe34b0,-0.06645566
C_ID_a06291166f,-0.8237637
C_ID_919f809d81,-0.025508285
C_ID_37ed75f403,-0.48735303
C_ID_0b371e50b1,-1.0829353
C_ID_9af1b515e2,-0.33489197
C_ID_9ff39d9f8f,-6.0414424
C_ID_29c4e05fbd,-1.1577963
C_ID_8271c9338e,-0.3736533
C_ID_9f3c474704,-0.34395158
C_ID_ec3af28b1b,0.26487094
C_ID_f65d4000cf,0.37486726
C_ID_71f27e88b6,0.5437799
C_ID_68030cf3e9,-0.89783883
C_ID_45f00b3d45,-0.089339316
C_ID_70891a0d0c,-0.6599536
C_ID_3b6d8cafcf,-1.118542
C_ID_004885878b,-0.122752845
C_ID_770c5d6625,-0.41718358
C_ID_d31c5d136d,-0.69318974
C_ID_7937c4bbfc,1.2925009
C_ID_0cd0945f72,-0.9098501
C_ID_be0ad9b7eb,0.57358325
C_ID_93f59bf677,-0.4470992
C_ID_6d986296cb,-0.4024139
C_ID_c4bb8234b4,-0.5708885
C_ID_eed977f280,-0.56019866
C_ID_f781a6faa6,-0.90320456
C_ID_bf905bf168,-0.44474673
C_ID_52303de7e7,0.056131333
C_ID_911e8ffbe0,-0.4841681
C_ID_80e2d98076,-1.3351287
C_ID_0a2c2f9f58,-0.72298515
C_ID_152f65c13d,-0.9614129
C_ID_8e08777375,-0.65937066
C_ID_f4d9706702,-0.9186239
C_ID_251951b363,-1.3526338
C_ID_69bcef0917,-0.21785653
C_ID_be968701f8,-0.9313688
C_ID_b64c326f44,0.36961693
C_ID_fe577884d4,-0.7073816
C_ID_fd23ece68d,-0.14278823
C_ID_8c482027cc,-0.52585876
C_ID_6815c3cbb6,-0.13368952
C_ID_e546f5fb57,-0.19486946
C_ID_921a1654dd,-0.7562705
C_ID_4ee8c5fb95,0.7329786
C_ID_3162e8711f,-0.6763488
C_ID_f4837e7c9d,0.66962445
C_ID_4ffbfb9eda,-0.400069
C_ID_23ba0a2ea7,-0.79071724
C_ID_48d5ee7ec3,-0.32706404
C_ID_737bc87c71,-0.8506098
C_ID_34379f9950,-1.0261765
C_ID_b1bc7601e7,-0.2939325
C_ID_895c06b9ad,-0.46357214
C_ID_fbf52e58cd,0.051374733
C_ID_3edcb2f37a,-0.1551671
C_ID_19799f4e7d,-0.81913245
C_ID_e4575d884f,-0.64157176
C_ID_07c33a4a6c,-0.6046679
C_ID_614fd1294c,-0.77646613
C_ID_5f60de0fbe,0.045673788
C_ID_f8334a2af7,-0.18860877
C_ID_900f77ee89,-0.42512798
C_ID_78036f1f3c,-0.61446095
C_ID_3e3690d009,-0.46149445
C_ID_15967b67cd,0.07250047
C_ID_75048175f8,-0.69079435
C_ID_8abd5523d4,-1.3085028
C_ID_924940f9a0,-0.3503763
C_ID_abe97a2768,0.42953825
C_ID_d2b41701e6,-0.5147635
C_ID_6079b41534,-1.110977
C_ID_0ef64122db,0.60737765
C_ID_99fe8ffc90,-0.2613955
C_ID_f1fbafcba2,-0.6472657
C_ID_2aa82ee67f,-0.44695503
C_ID_226f7e1fcf,-0.5095048
C_ID_541f56c580,0.04088646
C_ID_2b11143b2d,-0.23198539
C_ID_9d7e6b0442,0.6469971
C_ID_40e4e5d7e6,-0.42824793
C_ID_19d087b9fc,-0.70054734
C_ID_94e6fe1eb6,-0.7789792
C_ID_86e06aaa8f,-0.7707728
C_ID_8b36dfe26b,0.12646845
C_ID_0c71ff8a3d,-0.54374325
C_ID_4ba3300d9c,0.0042055547
C_ID_44e2940deb,-0.3293053
C_ID_d886d9d92c,0.4559089
C_ID_432fad8d0c,0.5260767
C_ID_cfc3efa189,-0.107525885
C_ID_3d88817301,-0.3316902
C_ID_ac1e84b7e2,-0.8889748
C_ID_06a469f094,-0.7397008
C_ID_967ca675f9,-0.57947683
C_ID_4b3fad31c5,-0.18052852
C_ID_9565236fc4,0.25003874
C_ID_aaebc8d0ee,-0.21547955
C_ID_2f1f3ea8c6,-0.2478711
C_ID_38a6e3512e,-0.5310893
C_ID_ca8e73ecef,0.030095756
C_ID_c02e054feb,-0.034978867
C_ID_f0aebb8ac0,0.6447348
C_ID_eb2d23bda4,-0.3983183
C_ID_027336a1cb,-0.25221157
C_ID_a4df127591,-0.94891167
C_ID_b33e0f675e,-1.6578035
C_ID_c9e6f3c18d,-0.5170268
C_ID_a1e1912c2a,-0.16406733
C_ID_a84faa7483,-0.787549
C_ID_9563a35a7f,-0.93635297
C_ID_4e2403e039,0.57451475
C_ID_15260b770e,-0.20122129
C_ID_8a172c0c0d,-0.45397615
C_ID_c77547481e,-0.9283676
C_ID_83b5aea1f4,-0.77510464
C_ID_6270f83f56,-0.2997951
C_ID_77b17029f0,-0.45158482
C_ID_4c525e9990,-1.0441003
C_ID_749f3b1b93,-1.1493224
C_ID_078f82a791,-0.2665369
C_ID_cb76fb1021,-0.36200368
C_ID_c57f1bd5bc,-0.10591656
C_ID_f4c40ac4f7,-0.36703223
C_ID_4e20b37a37,-0.36516005
C_ID_1eb28223c7,-0.6027149
C_ID_8ed2fd4992,-0.2532035
C_ID_d78643dfba,0.012655467
C_ID_34841f60d1,-0.0068058968
C_ID_c49b07a4eb,-0.4312963
C_ID_97e34365fa,-0.4605193
C_ID_1ccdb537c4,0.9830935
C_ID_318f5f397b,-0.31652713
C_ID_3566014e0c,-1.7571902
C_ID_b36ca5620f,-1.7800198
C_ID_77fb564437,-0.6962961
C_ID_54b2846a36,0.1368612
C_ID_b3381af031,-0.9228723
C_ID_02988c4aa5,-0.2541849
C_ID_3a0b3293a9,-0.10462606
C_ID_81be2ff8b5,0.532692
C_ID_ca5a78c056,-0.81678534
C_ID_004afee4c8,-0.13023406
C_ID_6b5a6490d9,-0.53556275
C_ID_dd55221656,-0.8795792
C_ID_ac254c01c1,-0.3301028
C_ID_6b0ac2784f,-1.0236186
C_ID_512386b5f4,-0.42852944
C_ID_00397e567f,-0.9449072
C_ID_721c9311f2,-0.03319317
C_ID_e9ec1792bb,-0.8338257
C_ID_16ecdcf2b0,-0.6227536
C_ID_e0e4cdfc53,-0.12522453
C_ID_f7bacba2a6,0.26937628
C_ID_4a66bb13a4,-0.29063648
C_ID_4029e95979,-1.487291
C_ID_084e4bc415,-0.47890264
C_ID_0e6d55e198,-0.63749325
C_ID_d9584a3eef,-1.2039725
C_ID_a2020cec79,-0.46157545
C_ID_82dd0eb44f,-0.95381045
C_ID_e07f48d910,-0.5511924
C_ID_b98e08fa85,0.017294377
C_ID_50a7f7b582,-0.3239293
C_ID_614e35f5f9,-0.08949089
C_ID_65c74bcb80,-0.30860925
C_ID_6a59ab8b93,-1.9262743
C_ID_2fe4a13787,-0.68153656
C_ID_2002264e13,-0.25413865
C_ID_7d59cd0a0a,-0.70844054
C_ID_74bfc908d3,-0.47125244
C_ID_447defddbd,-0.7845236
C_ID_3d1742ba93,-0.23781002
C_ID_f4832ba39b,0.87260836
C_ID_62aedb76df,1.2256732
C_ID_1ad24f4054,-0.61537576
C_ID_45b8a92d09,0.20279127
C_ID_f38f899c09,-0.23462778
C_ID_4c7fc71084,-0.57052445
C_ID_8c9e94b453,0.59963155
C_ID_4071f3f254,-0.34493345
C_ID_dd8ef29568,-0.42854387
C_ID_5b122cf769,0.34283096
C_ID_f685dd6847,-0.4497776
C_ID_abf6cde369,-0.17258108
C_ID_2332b4e032,-0.3585809
C_ID_f59b3b6bb2,-0.47046298
C_ID_a875715dd5,-0.2867288
C_ID_dde9fc744d,0.2901346
C_ID_0e4f6af077,-0.5497869
C_ID_5fb87896d5,-0.39399976
C_ID_c1edb6769c,0.032455236
C_ID_0cea064a88,-0.8199817
C_ID_15cefca902,-0.0579713
C_ID_ee56d3a693,-0.19876665
C_ID_3e032d1c6d,-0.637938
C_ID_0db57787e6,-0.48529363
C_ID_61c15762f4,-0.482767
C_ID_b913141b00,-0.3020792
C_ID_eea9f2ef29,-0.59076285
C_ID_a71db4ee55,-0.5849587
C_ID_e76a1388bf,-0.24312532
C_ID_a03ffc05ed,0.10734385
C_ID_8cdba66bb3,0.07323468
C_ID_c75c069d25,-1.7333379
C_ID_93b958c812,0.08303991
C_ID_36d82b4442,-0.32254404
C_ID_360fba8b39,0.39090002
C_ID_86dc239658,-1.1173067
C_ID_8a141b8fa5,0.0568029
C_ID_cd78d27cae,-0.2812016
C_ID_f3272c91a7,-0.5818187
C_ID_80c2af4684,-0.3981189
C_ID_c7acd44d7f,-1.1569767
C_ID_f3a6263458,-0.014035702
C_ID_1bbe8f7d6c,-0.5653899
C_ID_54b0f0f4bc,-0.5720496
C_ID_805319dcde,-0.76384044
C_ID_cde9dcd6d8,-0.4188363
C_ID_1958bb5e7e,0.5553624
C_ID_f171d9f575,-0.16329563
C_ID_4f475ca4b3,-0.6510575
C_ID_a4c382a70f,-0.102428555
C_ID_cdfb1c12e0,-0.34108853
C_ID_6171b2fbff,-0.5940993
C_ID_7cc96c7682,-0.0081089735
C_ID_6b6d457a99,-1.2074854
C_ID_ed6d1338b5,-0.22178358
C_ID_17b2e43f41,-0.48186332
C_ID_f35856a259,-0.7010441
C_ID_de981b200b,0.055223346
C_ID_95b1b111cf,-0.35148025
C_ID_8acb32794c,0.49617645
C_ID_fe9f3f6d2d,-0.77211237
C_ID_e44d853f1b,-0.800936
C_ID_ec9ec8bf71,-0.79974043
C_ID_28405d2baa,-0.6291914
C_ID_65e8e8d243,-0.37203628
C_ID_4b8b9c7d69,-0.62262213
C_ID_a46e2e6ece,-0.4655581
C_ID_a7d1cd6b7c,-0.5171653
C_ID_225a5abc31,-0.16552019
C_ID_593218d660,-0.8855947
C_ID_c0d4f09669,0.2865456
C_ID_d500eb1fc3,0.41361532
C_ID_d4db589fc0,-0.0015298724
C_ID_9753d91e5b,-0.31010878
C_ID_eaf6aee3d8,0.29557216
C_ID_04024e939d,-0.25625062
C_ID_4552210868,-0.69148624
C_ID_d2d79eae51,-0.65043163
C_ID_19064fc2e6,-0.42739725
C_ID_e9ecdac068,-0.5543432
C_ID_3222ce4b78,-0.8625289
C_ID_aaf9f16647,-0.24230087
C_ID_a5c1ae3eda,-0.38202298
C_ID_9fd254c19a,0.4629462
C_ID_ab6451ac5a,-1.4589355
C_ID_45a7272424,-0.39667177
C_ID_7e9b4a1150,-0.62171745
C_ID_c2cff7a02e,-0.7548518
C_ID_51233cc976,-0.8554269
C_ID_6773f9bec3,-0.3666448
C_ID_20e84d59b1,-0.40181816
C_ID_9e1ce51f50,0.053129792
C_ID_865161b242,-0.6536356
C_ID_7f8b5f6b09,-0.37442285
C_ID_0b94f181a1,-0.05816388
C_ID_0302f33b8f,-0.087462366
C_ID_554b755361,-0.64925694
C_ID_7e57334cc6,-1.0150472
C_ID_60c72c2c3a,-0.5050256
C_ID_b89dd01483,-0.21000886
C_ID_ca5374a321,-1.1790097
C_ID_8f9d3e108b,-0.93575263
C_ID_359291bd41,-0.031482697
C_ID_bb0cb76ef6,-1.0254791
C_ID_644b4ac8a4,-0.17416376
C_ID_53040a8a11,-0.3757304
C_ID_f874d2a704,-0.16498268
C_ID_5d91ed4112,-0.32215565
C_ID_794cba1242,-0.4563195
C_ID_a29e78e61f,-0.54933596
C_ID_d6e5994952,-1.3983672
C_ID_10beb4bb70,-0.330746
C_ID_626716fe69,-1.4472122
C_ID_77dbe57a08,-0.8438066
C_ID_167522dd91,-0.0050091743
C_ID_f11416b4b2,-0.7759855
C_ID_8fac1ea9ad,-0.21938282
C_ID_6725d9114f,-0.46210307
C_ID_63291ef8e8,-1.166966
C_ID_2df7089ceb,-0.2617144
C_ID_47251b1d39,-2.2643366
C_ID_6987979396,-0.30233145
C_ID_6b20086f1c,-0.24185508
C_ID_37a125f1b2,-0.6781528
C_ID_c777351240,-0.1653344
C_ID_34bf4ce0c8,-2.2839704
C_ID_6c0d712012,-0.7147771
C_ID_be2e383ff9,-0.59662616
C_ID_7b9fb53bd7,-0.5141257
C_ID_9cac55659d,-0.47258437
C_ID_c8c081b4b4,-0.84043777
C_ID_c11976c7c3,0.034211606
C_ID_5cf8a47b12,-0.15694958
C_ID_044a728838,-0.41415328
C_ID_5543af9094,-0.20929003
C_ID_1bf9371a0c,-0.20626688
C_ID_7658e8a511,-0.52746797
C_ID_3733f45c91,0.4267019
C_ID_9737ad2640,-0.23283494
C_ID_7cd135df49,-2.0018752
C_ID_d3f9f29690,0.15650052
C_ID_b68cb361b6,-0.5902735
C_ID_8826aad8ac,-0.38034743
C_ID_02bfcd2a89,-1.035569
C_ID_74e2b4afaa,-0.4405468
C_ID_570c45720a,-0.7711618
C_ID_28721e2548,-0.3334611
C_ID_77b4a5295f,-0.1569317
C_ID_f77d9b9363,-1.9739192
C_ID_294a7efc9c,0.35598862
C_ID_ea878ea059,0.0057552457
C_ID_d891906f01,0.4459877
C_ID_c699b737ca,-0.6118101
C_ID_4f994469b2,0.22323555
C_ID_ecd78bfd42,-1.3550606
C_ID_bf9c6e6521,0.9502462
C_ID_5b1649cf49,0.2482144
C_ID_f5cb867bfb,-0.8917308
C_ID_c37a157761,-0.65840566
C_ID_8aaa31d2ff,-0.62797725
C_ID_76248d4f9e,-0.43027204
C_ID_e38faf83ae,-1.3572948
C_ID_e065cf37d3,-0.47061294
C_ID_babeccf2f8,-0.7172226
C_ID_7619409e9b,-0.37960315
C_ID_1a1055f203,-0.28192717
C_ID_b39fc093e9,-1.1165844
C_ID_fe694de6d5,0.5317822
C_ID_90d4298c15,-0.13132542
C_ID_616eb9e2a7,-0.27090675
C_ID_b396a31f08,-1.0828853
C_ID_0f19aa7bdc,-0.2431593
C_ID_acfd62662f,-0.81363297
C_ID_d6169ed844,-0.59665823
C_ID_4d8cd9ee19,-0.1600964
C_ID_672ccdd9aa,-0.4043098
C_ID_6b6974d92a,0.21800816
C_ID_69cad65798,0.47542542
C_ID_f2951acca9,-0.35494417
C_ID_98ce282a41,-0.6482817
C_ID_48461436c4,-1.2373226
C_ID_c67b515418,-0.76135075
C_ID_669b969118,-0.940459
C_ID_1de37c1871,1.1860734
C_ID_1f8bce815d,-0.7819352
C_ID_6e6b38cdd1,0.07695559
C_ID_eed194a76a,0.8961233
C_ID_98aea24ae2,0.18727952
C_ID_3c336ae2a0,-0.45511377
C_ID_64d7e12627,0.19101366
C_ID_23b0303da7,-0.85120547
C_ID_749f0fd6c4,0.41362637
C_ID_09e183fb2e,-0.19720954
C_ID_73fb1dae5e,-0.44018304
C_ID_6fd5929c67,-0.32012963
C_ID_c1f78ed26c,-0.14838934
C_ID_77ca7d3439,-0.7706002
C_ID_3ad47606b4,-0.41964924
C_ID_d248a9b767,-0.28578693
C_ID_0ecfde16bc,-0.29479158
C_ID_6e7676a6fa,-1.7205133
C_ID_f887df96a8,-0.6699399
C_ID_c06da29075,0.36772034
C_ID_0d019aba1b,-0.34670413
C_ID_a34d2bbdbf,-0.7040937
C_ID_66422419e7,0.017543048
C_ID_aebbc78886,-0.36423808
C_ID_cbf3c2b584,-0.49009776
C_ID_1b4509d71e,-0.38926983
C_ID_98a2ea3f91,-0.36093724
C_ID_d0f9f78450,-0.75109506
C_ID_52eb502289,-0.4326681
C_ID_8207ac8679,0.062330604
C_ID_692b99fa6f,-0.23218381
C_ID_90843b7a94,0.10787216
C_ID_cb93ed467a,-0.40894288
C_ID_0122d12d54,-0.7313485
C_ID_2bc6e22ca3,-0.5051478
C_ID_5b35ce96b3,-0.49344808
C_ID_04d1b535c9,0.36672354
C_ID_133f1c32fc,-0.9215292
C_ID_3f7b6f3d8e,-0.6283988
C_ID_109a0b0e85,-0.5136095
C_ID_6ad04db6f0,-0.5022019
C_ID_f417231338,-0.647472
C_ID_ae9db8a856,-0.8887491
C_ID_af0bc0580f,-0.5854101
C_ID_f37d2517d8,-0.89478457
C_ID_88e7427589,-0.51621914
C_ID_144416ee6f,-0.61188936
C_ID_074a32ba02,-0.39587325
C_ID_a05e126aa7,-0.3096074
C_ID_5d050aa9e1,-0.18646467
C_ID_51ba2d5135,-1.3471783
C_ID_af03d43eb6,-0.3517695
C_ID_75b9883d33,-0.008129656
C_ID_0b7b51e522,0.06593874
C_ID_025a582bd0,-0.60744214
C_ID_8def3ecd85,0.16320485
C_ID_3520de6da3,-0.23467523
C_ID_34ee53b696,-0.47230053
C_ID_c1d7694192,-0.85591376
C_ID_81a412a7ba,0.48519698
C_ID_3a8b5b68ed,-0.65045
C_ID_13f3e9e5ce,-1.5232563
C_ID_5f6082150b,-0.058273554
C_ID_92a14249ea,0.43548426
C_ID_9976a8ffe9,-0.44037664
C_ID_83342afd60,-0.7014494
C_ID_875cadb7f5,-0.491108
C_ID_97eb6836b7,-0.5958141
C_ID_bbb8d26140,-0.20763159
C_ID_66b2103231,-0.7855798
C_ID_9c11c8f212,-0.74503314
C_ID_d8837ff165,-0.84349155
C_ID_cedf04e754,0.23869717
C_ID_44d150c95b,-0.81007206
C_ID_1cf8996ea0,0.044082016
C_ID_810898f9b7,0.0068412125
C_ID_a0e6c48ac8,-0.09481108
C_ID_e74cf6dd97,-0.63658726
C_ID_5d7e2c0b6d,-1.9473855
C_ID_7bd5319112,-0.09590417
C_ID_0cc0512a9a,-0.32359725
C_ID_1dff3848d8,-0.8080121
C_ID_a45d84ca4c,-0.5935303
C_ID_910450843e,0.058494657
C_ID_80acf3e66d,-0.66190946
C_ID_7dd50a82e0,-0.9489205
C_ID_96f678c220,-0.65066123
C_ID_f2a9d168ab,-0.34764725
C_ID_b60dece69e,-0.49202752
C_ID_189c9c9273,-0.40563405
C_ID_465e2075eb,-0.25107533
C_ID_c3f0c16f40,-0.8128629
C_ID_34e9d87d48,-1.0707312
C_ID_3f12f3e7af,-0.5103679
C_ID_abbb3ede6a,-0.8715694
C_ID_190311449f,-0.26897275
C_ID_5717269dc7,-0.05911237
C_ID_f909ce2ff1,-0.4763744
C_ID_e813cd28f5,0.2896833
C_ID_29a5062621,-0.6337048
C_ID_ad758bd0d9,-0.042409897
C_ID_5e00a0412d,-0.1479727
